Store,Department,Space,Category,Product,Date,Price,QTY
Store_3,Text_797,Text_797,C,Product_798,2025-03-08,86.72,8
Store_4,Text_798,Text_798,A,Product_799,2025-03-09,96.22,17
Store_5,Text_799,Text_799,B,Product_800,2025-03-10,45.71,43
Store_1,Text_800,Text_800,C,Product_801,2025-03-11,47.73,42
Store_2,Text_801,Text_801,A,Product_802,2025-03-12,31.89,21
Store_3,Text_802,Text_802,B,Product_803,2025-03-13,59.91,34
Store_4,Text_803,Text_803,C,Product_804,2025-03-14,11.89,3
Store_5,Text_804,Text_804,A,Product_805,2025-03-15,72.54,36
Store_1,Text_805,Text_805,B,Product_806,2025-03-16,13.3,5
Store_2,Text_806,Text_806,C,Product_807,2025-03-17,26.2,19
Store_3,Text_807,Text_807,A,Product_808,2025-03-18,38.39,38
Store_4,Text_808,Text_808,B,Product_809,2025-03-19,7.86,40
Store_5,Text_809,Text_809,C,Product_810,2025-03-20,57.38,5
Store_1,Text_810,Text_810,A,Product_811,2025-03-21,82.88,31
Store_2,Text_811,Text_811,B,Product_812,2025-03-22,28.83,27
Store_3,Text_812,Text_812,C,Product_813,2025-03-23,37.46,13
Store_4,Text_813,Text_813,A,Product_814,2025-03-24,89.38,26
Store_5,Text_814,Text_814,B,Product_815,2025-03-25,34.24,32
Store_1,Text_815,Text_815,C,Product_816,2025-03-26,77.07,4
Store_2,Text_816,Text_816,A,Product_817,2025-03-27,58.8,21
Store_3,Text_817,Text_817,B,Product_818,2025-03-28,20.18,36
Store_4,Text_818,Text_818,C,Product_819,2025-03-29,41.79,38
Store_5,Text_819,Text_819,A,Product_820,2025-03-30,67.57,32
Store_1,Text_820,Text_820,B,Product_821,2025-03-31,45.79,32
Store_2,Text_821,Text_821,C,Product_822,2025-04-01,20.91,7
Store_3,Text_822,Text_822,A,Product_823,2025-04-02,45.96,25
Store_4,Text_823,Text_823,B,Product_824,2025-04-03,71.04,15
Store_5,Text_824,Text_824,C,Product_825,2025-04-04,65.49,43
Store_1,Text_825,Text_825,A,Product_826,2025-04-05,54.24,24
Store_2,Text_826,Text_826,B,Product_827,2025-04-06,72.21,37
Store_3,Text_827,Text_827,C,Product_828,2025-04-07,64.81,2
Store_4,Text_828,Text_828,A,Product_829,2025-04-08,42.89,21
Store_5,Text_829,Text_829,B,Product_830,2025-04-09,98.3,33
Store_1,Text_830,Text_830,C,Product_831,2025-04-10,19.05,36
Store_2,Text_831,Text_831,A,Product_832,2025-04-11,1.69,26
Store_3,Text_832,Text_832,B,Product_833,2025-04-12,22.03,35
Store_4,Text_833,Text_833,C,Product_834,2025-04-13,76.52,27
Store_5,Text_834,Text_834,A,Product_835,2025-04-14,43.8,16
Store_1,Text_835,Text_835,B,Product_836,2025-04-15,91.47,35
Store_2,Text_836,Text_836,C,Product_837,2025-04-16,33.77,6
Store_3,Text_837,Text_837,A,Product_838,2025-04-17,29.5,35
Store_4,Text_838,Text_838,B,Product_839,2025-04-18,94.08,33
Store_5,Text_839,Text_839,C,Product_840,2025-04-19,77.9,2
Store_1,Text_840,Text_840,A,Product_841,2025-04-20,79.62,46
Store_2,Text_841,Text_841,B,Product_842,2025-04-21,29.84,19
Store_3,Text_842,Text_842,C,Product_843,2025-04-22,3.72,26
Store_4,Text_843,Text_843,A,Product_844,2025-04-23,55.48,32
Store_5,Text_844,Text_844,B,Product_845,2025-04-24,53.59,13
Store_1,Text_845,Text_845,C,Product_846,2025-04-25,58.07,21
Store_2,Text_846,Text_846,A,Product_847,2025-04-26,79.34,13
Store_3,Text_847,Text_847,B,Product_848,2025-04-27,50.18,23
Store_4,Text_848,Text_848,C,Product_849,2025-04-28,77.26,5
Store_5,Text_849,Text_849,A,Product_850,2025-04-29,89.52,9
Store_1,Text_850,Text_850,B,Product_851,2025-04-30,17.29,14
Store_2,Text_851,Text_851,C,Product_852,2025-05-01,91.74,23
Store_3,Text_852,Text_852,A,Product_853,2025-05-02,78.33,15
Store_4,Text_853,Text_853,B,Product_854,2025-05-03,98.88,12
Store_5,Text_854,Text_854,C,Product_855,2025-05-04,53.38,15
Store_1,Text_855,Text_855,A,Product_856,2025-05-05,76.52,2
Store_2,Text_856,Text_856,B,Product_857,2025-05-06,71.13,12
Store_3,Text_857,Text_857,C,Product_858,2025-05-07,86.2,26
Store_4,Text_858,Text_858,A,Product_859,2025-05-08,3.34,5
Store_5,Text_859,Text_859,B,Product_860,2025-05-09,87.97,17
Store_1,Text_860,Text_860,C,Product_861,2025-05-10,38.17,6
Store_2,Text_861,Text_861,A,Product_862,2025-05-11,41.58,2
Store_3,Text_862,Text_862,B,Product_863,2025-05-12,9.83,49
Store_4,Text_863,Text_863,C,Product_864,2025-05-13,43.24,12
Store_5,Text_864,Text_864,A,Product_865,2025-05-14,13.14,3
Store_1,Text_865,Text_865,B,Product_866,2025-05-15,83.14,16
Store_2,Text_866,Text_866,C,Product_867,2025-05-16,82.48,5
Store_3,Text_867,Text_867,A,Product_868,2025-05-17,12.78,47
Store_4,Text_868,Text_868,B,Product_869,2025-05-18,78.23,6
Store_5,Text_869,Text_869,C,Product_870,2025-05-19,78.82,47
Store_1,Text_870,Text_870,A,Product_871,2025-05-20,33.78,42
Store_2,Text_871,Text_871,B,Product_872,2025-05-21,88.45,43
Store_3,Text_872,Text_872,C,Product_873,2025-05-22,68.25,29
Store_4,Text_873,Text_873,A,Product_874,2025-05-23,72.2,40
Store_5,Text_874,Text_874,B,Product_875,2025-05-24,28.17,31
Store_1,Text_875,Text_875,C,Product_876,2025-05-25,81.35,46
Store_2,Text_876,Text_876,A,Product_877,2025-05-26,9.65,33
Store_3,Text_877,Text_877,B,Product_878,2025-05-27,33.33,16
Store_4,Text_878,Text_878,C,Product_879,2025-05-28,2.51,2
Store_5,Text_879,Text_879,A,Product_880,2025-05-29,82.21,16
Store_1,Text_880,Text_880,B,Product_881,2025-05-30,81.03,40
Store_2,Text_881,Text_881,C,Product_882,2025-05-31,87.06,30
Store_3,Text_882,Text_882,A,Product_883,2025-06-01,80.0,35
Store_4,Text_883,Text_883,B,Product_884,2025-06-02,21.8,39
Store_5,Text_884,Text_884,C,Product_885,2025-06-03,19.1,3
Store_1,Text_885,Text_885,A,Product_886,2025-06-04,20.41,28
Store_2,Text_886,Text_886,B,Product_887,2025-06-05,29.69,45
Store_3,Text_887,Text_887,C,Product_888,2025-06-06,98.49,23
Store_4,Text_888,Text_888,A,Product_889,2025-06-07,22.98,17
Store_5,Text_889,Text_889,B,Product_890,2025-06-08,20.74,40
Store_1,Text_890,Text_890,C,Product_891,2025-06-09,1.63,30
Store_2,Text_891,Text_891,A,Product_892,2025-06-10,58.67,4
Store_3,Text_892,Text_892,B,Product_893,2025-06-11,74.41,34
Store_4,Text_893,Text_893,C,Product_894,2025-06-12,20.62,10
Store_5,Text_894,Text_894,A,Product_895,2025-06-13,41.6,17
Store_1,Text_895,Text_895,B,Product_896,2025-06-14,89.88,22
Store_2,Text_896,Text_896,C,Product_897,2025-06-15,23.01,14
Store_3,Text_897,Text_897,A,Product_898,2025-06-16,76.46,8
Store_4,Text_898,Text_898,B,Product_899,2025-06-17,4.42,40
Store_5,Text_899,Text_899,C,Product_900,2025-06-18,22.04,40
Store_1,Text_900,Text_900,A,Product_901,2025-06-19,58.88,32
Store_2,Text_901,Text_901,B,Product_902,2025-06-20,8.56,1
Store_3,Text_902,Text_902,C,Product_903,2025-06-21,33.32,45
Store_4,Text_903,Text_903,A,Product_904,2025-06-22,27.25,23
Store_5,Text_904,Text_904,B,Product_905,2025-06-23,47.03,8
Store_1,Text_905,Text_905,C,Product_906,2025-06-24,76.85,30
Store_2,Text_906,Text_906,A,Product_907,2025-06-25,88.17,4
Store_3,Text_907,Text_907,B,Product_908,2025-06-26,71.48,45
Store_4,Text_908,Text_908,C,Product_909,2025-06-27,13.85,1
Store_5,Text_909,Text_909,A,Product_910,2025-06-28,88.56,16
Store_1,Text_910,Text_910,B,Product_911,2025-06-29,13.48,38
Store_2,Text_911,Text_911,C,Product_912,2025-06-30,83.61,40
Store_3,Text_912,Text_912,A,Product_913,2025-07-01,76.77,46
Store_4,Text_913,Text_913,B,Product_914,2025-07-02,96.7,12
Store_5,Text_914,Text_914,C,Product_915,2025-07-03,8.08,39
Store_1,Text_915,Text_915,A,Product_916,2025-07-04,68.53,33
Store_2,Text_916,Text_916,B,Product_917,2025-07-05,85.87,22
Store_3,Text_917,Text_917,C,Product_918,2025-07-06,50.85,21
Store_4,Text_918,Text_918,A,Product_919,2025-07-07,86.62,30
Store_5,Text_919,Text_919,B,Product_920,2025-07-08,13.42,48
Store_1,Text_920,Text_920,C,Product_921,2025-07-09,26.87,37
Store_2,Text_921,Text_921,A,Product_922,2025-07-10,14.72,42
Store_3,Text_922,Text_922,B,Product_923,2025-07-11,46.76,44
Store_4,Text_923,Text_923,C,Product_924,2025-07-12,6.67,17
Store_5,Text_924,Text_924,A,Product_925,2025-07-13,83.39,8
Store_1,Text_925,Text_925,B,Product_926,2025-07-14,72.14,48
Store_2,Text_926,Text_926,C,Product_927,2025-07-15,5.22,4
Store_3,Text_927,Text_927,A,Product_928,2025-07-16,22.56,46
Store_4,Text_928,Text_928,B,Product_929,2025-07-17,77.71,28
Store_5,Text_929,Text_929,C,Product_930,2025-07-18,3.45,26
Store_1,Text_930,Text_930,A,Product_931,2025-07-19,42.19,28
Store_2,Text_931,Text_931,B,Product_932,2025-07-20,85.68,24
Store_3,Text_932,Text_932,C,Product_933,2025-07-21,75.27,44
Store_4,Text_933,Text_933,A,Product_934,2025-07-22,45.97,46
Store_5,Text_934,Text_934,B,Product_935,2025-07-23,83.0,25
Store_1,Text_935,Text_935,C,Product_936,2025-07-24,21.09,29
Store_2,Text_936,Text_936,A,Product_937,2025-07-25,7.47,21
Store_3,Text_937,Text_937,B,Product_938,2025-07-26,24.05,44
Store_4,Text_938,Text_938,C,Product_939,2025-07-27,77.58,1
Store_5,Text_939,Text_939,A,Product_940,2025-07-28,57.02,4
Store_1,Text_940,Text_940,B,Product_941,2025-07-29,83.03,43
Store_2,Text_941,Text_941,C,Product_942,2025-07-30,4.13,24
Store_3,Text_942,Text_942,A,Product_943,2025-07-31,93.76,40
Store_4,Text_943,Text_943,B,Product_944,2025-08-01,16.25,32
Store_5,Text_944,Text_944,C,Product_945,2025-08-02,93.45,49
Store_1,Text_945,Text_945,A,Product_946,2025-08-03,57.89,30
Store_2,Text_946,Text_946,B,Product_947,2025-08-04,67.29,3
Store_3,Text_947,Text_947,C,Product_948,2025-08-05,62.68,28
Store_4,Text_948,Text_948,A,Product_949,2025-08-06,6.32,49
Store_5,Text_949,Text_949,B,Product_950,2025-08-07,86.16,33
Store_1,Text_950,Text_950,C,Product_951,2025-08-08,74.85,13
Store_2,Text_951,Text_951,A,Product_952,2025-08-09,51.16,48
Store_3,Text_952,Text_952,B,Product_953,2025-08-10,38.09,34
Store_4,Text_953,Text_953,C,Product_954,2025-08-11,85.64,15
Store_5,Text_954,Text_954,A,Product_955,2025-08-12,44.84,25
Store_1,Text_955,Text_955,B,Product_956,2025-08-13,12.9,10
Store_2,Text_956,Text_956,C,Product_957,2025-08-14,77.9,39
Store_3,Text_957,Text_957,A,Product_958,2025-08-15,67.36,44
Store_4,Text_958,Text_958,B,Product_959,2025-08-16,57.65,46
Store_5,Text_959,Text_959,C,Product_960,2025-08-17,22.97,3
Store_1,Text_960,Text_960,A,Product_961,2025-08-18,88.63,30
Store_2,Text_961,Text_961,B,Product_962,2025-08-19,32.73,40
Store_3,Text_962,Text_962,C,Product_963,2025-08-20,1.34,7
Store_4,Text_963,Text_963,A,Product_964,2025-08-21,44.8,1
Store_5,Text_964,Text_964,B,Product_965,2025-08-22,26.41,18
Store_1,Text_965,Text_965,C,Product_966,2025-08-23,88.38,47
Store_2,Text_966,Text_966,A,Product_967,2025-08-24,62.84,3
Store_3,Text_967,Text_967,B,Product_968,2025-08-25,16.8,19
Store_4,Text_968,Text_968,C,Product_969,2025-08-26,64.72,44
Store_5,Text_969,Text_969,A,Product_970,2025-08-27,41.52,41
Store_1,Text_970,Text_970,B,Product_971,2025-08-28,83.43,37
Store_2,Text_971,Text_971,C,Product_972,2025-08-29,29.38,25
Store_3,Text_972,Text_972,A,Product_973,2025-08-30,93.43,27
Store_4,Text_973,Text_973,B,Product_974,2025-08-31,78.4,21
Store_5,Text_974,Text_974,C,Product_975,2025-09-01,64.5,12
Store_1,Text_975,Text_975,A,Product_976,2025-09-02,95.06,39
Store_2,Text_976,Text_976,B,Product_977,2025-09-03,11.68,36
Store_3,Text_977,Text_977,C,Product_978,2025-09-04,79.88,45
Store_4,Text_978,Text_978,A,Product_979,2025-09-05,90.29,3
Store_5,Text_979,Text_979,B,Product_980,2025-09-06,53.01,29
Store_1,Text_980,Text_980,C,Product_981,2025-09-07,9.31,15
Store_2,Text_981,Text_981,A,Product_982,2025-09-08,33.61,25
Store_3,Text_982,Text_982,B,Product_983,2025-09-09,76.91,38
Store_4,Text_983,Text_983,C,Product_984,2025-09-10,19.9,16
Store_5,Text_984,Text_984,A,Product_985,2025-09-11,50.84,49
Store_1,Text_985,Text_985,B,Product_986,2025-09-12,33.76,31
Store_2,Text_986,Text_986,C,Product_987,2025-09-13,77.1,14
Store_3,Text_987,Text_987,A,Product_988,2025-09-14,17.04,19
Store_4,Text_988,Text_988,B,Product_989,2025-09-15,26.97,15
Store_5,Text_989,Text_989,C,Product_990,2025-09-16,26.28,36
Store_1,Text_990,Text_990,A,Product_991,2025-09-17,63.0,46
Store_2,Text_991,Text_991,B,Product_992,2025-09-18,54.7,33
Store_3,Text_992,Text_992,C,Product_993,2025-09-19,87.21,39
Store_4,Text_993,Text_993,A,Product_994,2025-09-20,27.52,7
Store_5,Text_994,Text_994,B,Product_995,2025-09-21,72.2,37
Store_1,Text_995,Text_995,C,Product_996,2025-09-22,6.01,46
Store_2,Text_996,Text_996,A,Product_997,2025-09-23,74.72,36
Store_3,Text_997,Text_997,B,Product_998,2025-09-24,74.82,9
Store_4,Text_998,Text_998,C,Product_999,2025-09-25,64.73,16
Store_5,Text_999,Text_999,A,Product_1000,2025-09-26,64.36,28
Store_1,Text_1000,Text_1000,B,Product_1001,2025-09-27,4.04,33
Store_2,Text_1001,Text_1001,C,Product_1002,2025-09-28,63.04,16
Store_3,Text_1002,Text_1002,A,Product_1003,2025-09-29,49.12,42
Store_4,Text_1003,Text_1003,B,Product_1004,2025-09-30,17.87,18
Store_5,Text_1004,Text_1004,C,Product_1005,2025-10-01,66.06,4
Store_1,Text_1005,Text_1005,A,Product_1006,2025-10-02,69.02,2
Store_2,Text_1006,Text_1006,B,Product_1007,2025-10-03,26.69,13
Store_3,Text_1007,Text_1007,C,Product_1008,2025-10-04,22.76,48
Store_4,Text_1008,Text_1008,A,Product_1009,2025-10-05,81.81,45
Store_5,Text_1009,Text_1009,B,Product_1010,2025-10-06,17.04,30
Store_1,Text_1010,Text_1010,C,Product_1011,2025-10-07,25.94,12
Store_2,Text_1011,Text_1011,A,Product_1012,2025-10-08,49.25,25
Store_3,Text_1012,Text_1012,B,Product_1013,2025-10-09,37.7,16
Store_4,Text_1013,Text_1013,C,Product_1014,2025-10-10,94.65,22
Store_5,Text_1014,Text_1014,A,Product_1015,2025-10-11,15.95,1
Store_1,Text_1015,Text_1015,B,Product_1016,2025-10-12,80.95,8
Store_2,Text_1016,Text_1016,C,Product_1017,2025-10-13,92.47,23
Store_3,Text_1017,Text_1017,A,Product_1018,2025-10-14,68.66,26
Store_4,Text_1018,Text_1018,B,Product_1019,2025-10-15,66.95,18
Store_5,Text_1019,Text_1019,C,Product_1020,2025-10-16,24.54,13
Store_1,Text_1020,Text_1020,A,Product_1021,2025-10-17,30.36,32
Store_2,Text_1021,Text_1021,B,Product_1022,2025-10-18,64.54,6
Store_3,Text_1022,Text_1022,C,Product_1023,2025-10-19,60.3,33
Store_4,Text_1023,Text_1023,A,Product_1024,2025-10-20,58.91,10
Store_5,Text_1024,Text_1024,B,Product_1025,2025-10-21,72.13,14
Store_1,Text_1025,Text_1025,C,Product_1026,2025-10-22,27.94,48
Store_2,Text_1026,Text_1026,A,Product_1027,2025-10-23,66.17,18
Store_3,Text_1027,Text_1027,B,Product_1028,2025-10-24,49.19,47
Store_4,Text_1028,Text_1028,C,Product_1029,2025-10-25,46.68,38
Store_5,Text_1029,Text_1029,A,Product_1030,2025-10-26,35.57,14
Store_1,Text_1030,Text_1030,B,Product_1031,2025-10-27,96.7,14
Store_2,Text_1031,Text_1031,C,Product_1032,2025-10-28,71.04,10
Store_3,Text_1032,Text_1032,A,Product_1033,2025-10-29,13.75,21
Store_4,Text_1033,Text_1033,B,Product_1034,2025-10-30,70.17,29
Store_5,Text_1034,Text_1034,C,Product_1035,2025-10-31,84.76,42
Store_1,Text_1035,Text_1035,A,Product_1036,2025-11-01,20.83,40
Store_2,Text_1036,Text_1036,B,Product_1037,2025-11-02,83.68,10
Store_3,Text_1037,Text_1037,C,Product_1038,2025-11-03,12.46,35
Store_4,Text_1038,Text_1038,A,Product_1039,2025-11-04,24.04,21
Store_5,Text_1039,Text_1039,B,Product_1040,2025-11-05,35.51,18
Store_1,Text_1040,Text_1040,C,Product_1041,2025-11-06,9.94,32
Store_2,Text_1041,Text_1041,A,Product_1042,2025-11-07,89.36,44
Store_3,Text_1042,Text_1042,B,Product_1043,2025-11-08,78.51,5
Store_4,Text_1043,Text_1043,C,Product_1044,2025-11-09,26.38,9
Store_5,Text_1044,Text_1044,A,Product_1045,2025-11-10,60.49,10
Store_1,Text_1045,Text_1045,B,Product_1046,2025-11-11,37.18,24
Store_2,Text_1046,Text_1046,C,Product_1047,2025-11-12,72.61,13
Store_3,Text_1047,Text_1047,A,Product_1048,2025-11-13,61.78,17
Store_4,Text_1048,Text_1048,B,Product_1049,2025-11-14,40.51,21
Store_5,Text_1049,Text_1049,C,Product_1050,2025-11-15,67.89,47
Store_1,Text_1050,Text_1050,A,Product_1051,2025-11-16,39.96,34
Store_2,Text_1051,Text_1051,B,Product_1052,2025-11-17,28.22,11
Store_3,Text_1052,Text_1052,C,Product_1053,2025-11-18,82.32,44
Store_4,Text_1053,Text_1053,A,Product_1054,2025-11-19,45.35,10
Store_5,Text_1054,Text_1054,B,Product_1055,2025-11-20,1.1,49
Store_1,Text_1055,Text_1055,C,Product_1056,2025-11-21,82.85,35
Store_2,Text_1056,Text_1056,A,Product_1057,2025-11-22,52.57,18
Store_3,Text_1057,Text_1057,B,Product_1058,2025-11-23,50.07,25
Store_4,Text_1058,Text_1058,C,Product_1059,2025-11-24,95.1,32
Store_5,Text_1059,Text_1059,A,Product_1060,2025-11-25,72.19,26
Store_1,Text_1060,Text_1060,B,Product_1061,2025-11-26,1.64,23
Store_2,Text_1061,Text_1061,C,Product_1062,2025-11-27,35.84,5
Store_3,Text_1062,Text_1062,A,Product_1063,2025-11-28,63.48,43
Store_4,Text_1063,Text_1063,B,Product_1064,2025-11-29,99.43,1
Store_5,Text_1064,Text_1064,C,Product_1065,2025-11-30,62.64,49
Store_1,Text_1065,Text_1065,A,Product_1066,2025-12-01,18.62,29
Store_2,Text_1066,Text_1066,B,Product_1067,2025-12-02,4.85,39
Store_3,Text_1067,Text_1067,C,Product_1068,2025-12-03,29.08,47
Store_4,Text_1068,Text_1068,A,Product_1069,2025-12-04,81.72,25
Store_5,Text_1069,Text_1069,B,Product_1070,2025-12-05,64.14,46
Store_1,Text_1070,Text_1070,C,Product_1071,2025-12-06,52.51,31
Store_2,Text_1071,Text_1071,A,Product_1072,2025-12-07,60.32,35
Store_3,Text_1072,Text_1072,B,Product_1073,2025-12-08,81.61,46
Store_4,Text_1073,Text_1073,C,Product_1074,2025-12-09,94.5,31
Store_5,Text_1074,Text_1074,A,Product_1075,2025-12-10,52.78,11
Store_1,Text_1075,Text_1075,B,Product_1076,2025-12-11,30.58,20
Store_2,Text_1076,Text_1076,C,Product_1077,2025-12-12,26.47,30
Store_3,Text_1077,Text_1077,A,Product_1078,2025-12-13,74.87,24
Store_4,Text_1078,Text_1078,B,Product_1079,2025-12-14,19.9,11
Store_5,Text_1079,Text_1079,C,Product_1080,2025-12-15,37.44,13
Store_1,Text_1080,Text_1080,A,Product_1081,2025-12-16,59.76,48
Store_2,Text_1081,Text_1081,B,Product_1082,2025-12-17,71.66,14
Store_3,Text_1082,Text_1082,C,Product_1083,2025-12-18,5.38,37
Store_4,Text_1083,Text_1083,A,Product_1084,2025-12-19,86.44,3
Store_5,Text_1084,Text_1084,B,Product_1085,2025-12-20,5.46,30
Store_1,Text_1085,Text_1085,C,Product_1086,2025-12-21,35.78,4
Store_2,Text_1086,Text_1086,A,Product_1087,2025-12-22,21.0,8
Store_3,Text_1087,Text_1087,B,Product_1088,2025-12-23,15.86,7
Store_4,Text_1088,Text_1088,C,Product_1089,2025-12-24,71.85,13
Store_5,Text_1089,Text_1089,A,Product_1090,2025-12-25,80.17,14
Store_1,Text_1090,Text_1090,B,Product_1091,2025-12-26,23.04,39
Store_2,Text_1091,Text_1091,C,Product_1092,2025-12-27,10.29,30
Store_3,Text_1092,Text_1092,A,Product_1093,2025-12-28,61.64,2
Store_4,Text_1093,Text_1093,B,Product_1094,2025-12-29,22.17,13
Store_5,Text_1094,Text_1094,C,Product_1095,2025-12-30,52.2,21
Store_1,Text_1095,Text_1095,A,Product_1096,2025-12-31,69.2,14
Store_2,Text_1096,Text_1096,B,Product_1097,2026-01-01,49.92,44
Store_3,Text_1097,Text_1097,C,Product_1098,2026-01-02,28.97,30
Store_4,Text_1098,Text_1098,A,Product_1099,2026-01-03,65.27,31
Store_5,Text_1099,Text_1099,B,Product_1100,2026-01-04,36.86,23
Store_1,Text_1100,Text_1100,C,Product_1101,2026-01-05,15.32,48
Store_2,Text_1101,Text_1101,A,Product_1102,2026-01-06,73.03,42
Store_3,Text_1102,Text_1102,B,Product_1103,2026-01-07,51.54,41
Store_4,Text_1103,Text_1103,C,Product_1104,2026-01-08,53.22,38
Store_5,Text_1104,Text_1104,A,Product_1105,2026-01-09,88.02,47
Store_1,Text_1105,Text_1105,B,Product_1106,2026-01-10,15.0,7
Store_2,Text_1106,Text_1106,C,Product_1107,2026-01-11,70.86,7
Store_3,Text_1107,Text_1107,A,Product_1108,2026-01-12,33.95,4
Store_4,Text_1108,Text_1108,B,Product_1109,2026-01-13,52.29,39
Store_5,Text_1109,Text_1109,C,Product_1110,2026-01-14,22.51,48
Store_1,Text_1110,Text_1110,A,Product_1111,2026-01-15,39.43,17
Store_2,Text_1111,Text_1111,B,Product_1112,2026-01-16,26.32,44
Store_3,Text_1112,Text_1112,C,Product_1113,2026-01-17,91.74,40
Store_4,Text_1113,Text_1113,A,Product_1114,2026-01-18,23.8,48
Store_5,Text_1114,Text_1114,B,Product_1115,2026-01-19,96.9,13
Store_1,Text_1115,Text_1115,C,Product_1116,2026-01-20,12.14,38
Store_2,Text_1116,Text_1116,A,Product_1117,2026-01-21,9.18,40
Store_3,Text_1117,Text_1117,B,Product_1118,2026-01-22,36.0,6
Store_4,Text_1118,Text_1118,C,Product_1119,2026-01-23,65.33,22
Store_5,Text_1119,Text_1119,A,Product_1120,2026-01-24,53.75,49
Store_1,Text_1120,Text_1120,B,Product_1121,2026-01-25,40.29,40
Store_2,Text_1121,Text_1121,C,Product_1122,2026-01-26,64.55,5
Store_3,Text_1122,Text_1122,A,Product_1123,2026-01-27,23.31,15
Store_4,Text_1123,Text_1123,B,Product_1124,2026-01-28,56.93,43
Store_5,Text_1124,Text_1124,C,Product_1125,2026-01-29,73.33,23
Store_1,Text_1125,Text_1125,A,Product_1126,2026-01-30,49.49,16
Store_2,Text_1126,Text_1126,B,Product_1127,2026-01-31,81.89,46
Store_3,Text_1127,Text_1127,C,Product_1128,2026-02-01,50.07,19
Store_4,Text_1128,Text_1128,A,Product_1129,2026-02-02,84.75,4
Store_5,Text_1129,Text_1129,B,Product_1130,2026-02-03,78.61,48
Store_1,Text_1130,Text_1130,C,Product_1131,2026-02-04,87.99,10
Store_2,Text_1131,Text_1131,A,Product_1132,2026-02-05,88.22,48
Store_3,Text_1132,Text_1132,B,Product_1133,2026-02-06,17.64,16
Store_4,Text_1133,Text_1133,C,Product_1134,2026-02-07,87.48,13
Store_5,Text_1134,Text_1134,A,Product_1135,2026-02-08,72.28,30
Store_1,Text_1135,Text_1135,B,Product_1136,2026-02-09,6.73,18
Store_2,Text_1136,Text_1136,C,Product_1137,2026-02-10,4.48,35
Store_3,Text_1137,Text_1137,A,Product_1138,2026-02-11,7.93,38
Store_4,Text_1138,Text_1138,B,Product_1139,2026-02-12,8.73,21
Store_5,Text_1139,Text_1139,C,Product_1140,2026-02-13,78.79,44
Store_1,Text_1140,Text_1140,A,Product_1141,2026-02-14,36.08,6
Store_2,Text_1141,Text_1141,B,Product_1142,2026-02-15,18.44,46
Store_3,Text_1142,Text_1142,C,Product_1143,2026-02-16,2.62,22
Store_4,Text_1143,Text_1143,A,Product_1144,2026-02-17,39.71,25
Store_5,Text_1144,Text_1144,B,Product_1145,2026-02-18,17.43,14
Store_1,Text_1145,Text_1145,C,Product_1146,2026-02-19,87.6,41
Store_2,Text_1146,Text_1146,A,Product_1147,2026-02-20,63.85,21
Store_3,Text_1147,Text_1147,B,Product_1148,2026-02-21,38.69,47
Store_4,Text_1148,Text_1148,C,Product_1149,2026-02-22,13.1,38
Store_5,Text_1149,Text_1149,A,Product_1150,2026-02-23,10.69,6
Store_1,Text_1150,Text_1150,B,Product_1151,2026-02-24,12.31,48
Store_2,Text_1151,Text_1151,C,Product_1152,2026-02-25,13.83,30
Store_3,Text_1152,Text_1152,A,Product_1153,2026-02-26,82.44,48
Store_4,Text_1153,Text_1153,B,Product_1154,2026-02-27,89.66,6
Store_5,Text_1154,Text_1154,C,Product_1155,2026-02-28,28.61,43
Store_1,Text_1155,Text_1155,A,Product_1156,2026-03-01,34.58,5
Store_2,Text_1156,Text_1156,B,Product_1157,2026-03-02,16.38,2
Store_3,Text_1157,Text_1157,C,Product_1158,2026-03-03,85.85,7
Store_4,Text_1158,Text_1158,A,Product_1159,2026-03-04,36.18,1
Store_5,Text_1159,Text_1159,B,Product_1160,2026-03-05,92.86,38
Store_1,Text_1160,Text_1160,C,Product_1161,2026-03-06,26.24,2
Store_2,Text_1161,Text_1161,A,Product_1162,2026-03-07,89.72,38
Store_3,Text_1162,Text_1162,B,Product_1163,2026-03-08,95.44,22
Store_4,Text_1163,Text_1163,C,Product_1164,2026-03-09,84.59,6
Store_5,Text_1164,Text_1164,A,Product_1165,2026-03-10,18.22,48
Store_1,Text_1165,Text_1165,B,Product_1166,2026-03-11,21.19,8
Store_2,Text_1166,Text_1166,C,Product_1167,2026-03-12,38.46,30
Store_3,Text_1167,Text_1167,A,Product_1168,2026-03-13,57.93,7
Store_4,Text_1168,Text_1168,B,Product_1169,2026-03-14,27.76,11
Store_5,Text_1169,Text_1169,C,Product_1170,2026-03-15,43.02,13
Store_1,Text_1170,Text_1170,A,Product_1171,2026-03-16,24.13,30
Store_2,Text_1171,Text_1171,B,Product_1172,2026-03-17,23.96,9
Store_3,Text_1172,Text_1172,C,Product_1173,2026-03-18,59.09,4
Store_4,Text_1173,Text_1173,A,Product_1174,2026-03-19,75.99,3
Store_5,Text_1174,Text_1174,B,Product_1175,2026-03-20,27.97,5
Store_1,Text_1175,Text_1175,C,Product_1176,2026-03-21,1.63,20
Store_2,Text_1176,Text_1176,A,Product_1177,2026-03-22,81.34,36
Store_3,Text_1177,Text_1177,B,Product_1178,2026-03-23,45.17,14
Store_4,Text_1178,Text_1178,C,Product_1179,2026-03-24,70.32,33
Store_5,Text_1179,Text_1179,A,Product_1180,2026-03-25,7.93,35
