Store,Department,Space,Category,Calculation Group,Product,Date,QTY,Price,Original_Ind
Store_4,Text_663,Text_663,A,A,Product_664,2024-10-25,26,6.23,Text_663
Store_5,Text_664,Text_664,B,B,Product_665,2024-10-26,29,64.6,Text_664
Store_1,Text_665,Text_665,C,C,Product_666,2024-10-27,9,15.41,Text_665
Store_2,Text_666,Text_666,A,A,Product_667,2024-10-28,46,83.86,Text_666
Store_3,Text_667,Text_667,B,B,Product_668,2024-10-29,28,47.24,Text_667
Store_4,Text_668,Text_668,C,C,Product_669,2024-10-30,19,29.18,Text_668
Store_5,Text_669,Text_669,A,A,Product_670,2024-10-31,45,13.95,Text_669
Store_1,Text_670,Text_670,B,B,Product_671,2024-11-01,37,93.87,Text_670
Store_2,Text_671,Text_671,C,C,Product_672,2024-11-02,22,72.31,Text_671
Store_3,Text_672,Text_672,A,A,Product_673,2024-11-03,23,75.69,Text_672
Store_4,Text_673,Text_673,B,B,Product_674,2024-11-04,45,23.29,Text_673
Store_5,Text_674,Text_674,C,C,Product_675,2024-11-05,23,86.07,Text_674
Store_1,Text_675,Text_675,A,A,Product_676,2024-11-06,12,33.56,Text_675
Store_2,Text_676,Text_676,B,B,Product_677,2024-11-07,16,46.16,Text_676
Store_3,Text_677,Text_677,C,C,Product_678,2024-11-08,20,6.25,Text_677
Store_4,Text_678,Text_678,A,A,Product_679,2024-11-09,10,11.15,Text_678
Store_5,Text_679,Text_679,B,B,Product_680,2024-11-10,14,63.04,Text_679
Store_1,Text_680,Text_680,C,C,Product_681,2024-11-11,31,64.43,Text_680
Store_2,Text_681,Text_681,A,A,Product_682,2024-11-12,38,75.51,Text_681
Store_3,Text_682,Text_682,B,B,Product_683,2024-11-13,36,82.44,Text_682
Store_4,Text_683,Text_683,C,C,Product_684,2024-11-14,6,46.27,Text_683
Store_5,Text_684,Text_684,A,A,Product_685,2024-11-15,39,25.02,Text_684
Store_1,Text_685,Text_685,B,B,Product_686,2024-11-16,30,80.06,Text_685
Store_2,Text_686,Text_686,C,C,Product_687,2024-11-17,2,86.51,Text_686
Store_3,Text_687,Text_687,A,A,Product_688,2024-11-18,11,68.1,Text_687
Store_4,Text_688,Text_688,B,B,Product_689,2024-11-19,7,16.94,Text_688
Store_5,Text_689,Text_689,C,C,Product_690,2024-11-20,22,81.37,Text_689
Store_1,Text_690,Text_690,A,A,Product_691,2024-11-21,30,24.4,Text_690
Store_2,Text_691,Text_691,B,B,Product_692,2024-11-22,49,50.19,Text_691
Store_3,Text_692,Text_692,C,C,Product_693,2024-11-23,8,53.01,Text_692
Store_4,Text_693,Text_693,A,A,Product_694,2024-11-24,43,20.42,Text_693
Store_5,Text_694,Text_694,B,B,Product_695,2024-11-25,27,32.54,Text_694
Store_1,Text_695,Text_695,C,C,Product_696,2024-11-26,39,86.59,Text_695
Store_2,Text_696,Text_696,A,A,Product_697,2024-11-27,15,89.43,Text_696
Store_3,Text_697,Text_697,B,B,Product_698,2024-11-28,32,20.46,Text_697
Store_4,Text_698,Text_698,C,C,Product_699,2024-11-29,23,33.59,Text_698
Store_5,Text_699,Text_699,A,A,Product_700,2024-11-30,10,55.02,Text_699
Store_1,Text_700,Text_700,B,B,Product_701,2024-12-01,4,3.16,Text_700
Store_2,Text_701,Text_701,C,C,Product_702,2024-12-02,1,80.08,Text_701
Store_3,Text_702,Text_702,A,A,Product_703,2024-12-03,31,58.67,Text_702
Store_4,Text_703,Text_703,B,B,Product_704,2024-12-04,40,80.59,Text_703
Store_5,Text_704,Text_704,C,C,Product_705,2024-12-05,1,91.73,Text_704
Store_1,Text_705,Text_705,A,A,Product_706,2024-12-06,39,96.88,Text_705
Store_2,Text_706,Text_706,B,B,Product_707,2024-12-07,15,51.24,Text_706
Store_3,Text_707,Text_707,C,C,Product_708,2024-12-08,44,34.61,Text_707
Store_4,Text_708,Text_708,A,A,Product_709,2024-12-09,47,44.78,Text_708
Store_5,Text_709,Text_709,B,B,Product_710,2024-12-10,20,92.39,Text_709
Store_1,Text_710,Text_710,C,C,Product_711,2024-12-11,1,47.87,Text_710
Store_2,Text_711,Text_711,A,A,Product_712,2024-12-12,23,50.03,Text_711
Store_3,Text_712,Text_712,B,B,Product_713,2024-12-13,42,95.7,Text_712
Store_4,Text_713,Text_713,C,C,Product_714,2024-12-14,5,14.44,Text_713
Store_5,Text_714,Text_714,A,A,Product_715,2024-12-15,44,99.39,Text_714
Store_1,Text_715,Text_715,B,B,Product_716,2024-12-16,41,74.6,Text_715
Store_2,Text_716,Text_716,C,C,Product_717,2024-12-17,30,69.74,Text_716
Store_3,Text_717,Text_717,A,A,Product_718,2024-12-18,7,26.67,Text_717
Store_4,Text_718,Text_718,B,B,Product_719,2024-12-19,1,80.12,Text_718
Store_5,Text_719,Text_719,C,C,Product_720,2024-12-20,7,38.36,Text_719
Store_1,Text_720,Text_720,A,A,Product_721,2024-12-21,37,72.17,Text_720
Store_2,Text_721,Text_721,B,B,Product_722,2024-12-22,34,74.5,Text_721
Store_3,Text_722,Text_722,C,C,Product_723,2024-12-23,25,33.4,Text_722
Store_4,Text_723,Text_723,A,A,Product_724,2024-12-24,46,72.74,Text_723
Store_5,Text_724,Text_724,B,B,Product_725,2024-12-25,34,83.98,Text_724
Store_1,Text_725,Text_725,C,C,Product_726,2024-12-26,6,34.61,Text_725
Store_2,Text_726,Text_726,A,A,Product_727,2024-12-27,12,78.4,Text_726
Store_3,Text_727,Text_727,B,B,Product_728,2024-12-28,38,67.1,Text_727
Store_4,Text_728,Text_728,C,C,Product_729,2024-12-29,29,34.59,Text_728
Store_5,Text_729,Text_729,A,A,Product_730,2024-12-30,4,67.85,Text_729
Store_1,Text_730,Text_730,B,B,Product_731,2024-12-31,15,29.15,Text_730
Store_2,Text_731,Text_731,C,C,Product_732,2025-01-01,28,90.86,Text_731
Store_3,Text_732,Text_732,A,A,Product_733,2025-01-02,18,85.28,Text_732
Store_4,Text_733,Text_733,B,B,Product_734,2025-01-03,5,64.25,Text_733
Store_5,Text_734,Text_734,C,C,Product_735,2025-01-04,16,40.44,Text_734
Store_1,Text_735,Text_735,A,A,Product_736,2025-01-05,2,97.04,Text_735
Store_2,Text_736,Text_736,B,B,Product_737,2025-01-06,48,69.94,Text_736
Store_3,Text_737,Text_737,C,C,Product_738,2025-01-07,15,8.85,Text_737
Store_4,Text_738,Text_738,A,A,Product_739,2025-01-08,33,70.01,Text_738
Store_5,Text_739,Text_739,B,B,Product_740,2025-01-09,21,67.58,Text_739
Store_1,Text_740,Text_740,C,C,Product_741,2025-01-10,30,37.53,Text_740
Store_2,Text_741,Text_741,A,A,Product_742,2025-01-11,40,73.63,Text_741
Store_3,Text_742,Text_742,B,B,Product_743,2025-01-12,16,34.15,Text_742
Store_4,Text_743,Text_743,C,C,Product_744,2025-01-13,10,88.56,Text_743
Store_5,Text_744,Text_744,A,A,Product_745,2025-01-14,24,44.39,Text_744
Store_1,Text_745,Text_745,B,B,Product_746,2025-01-15,27,67.56,Text_745
Store_2,Text_746,Text_746,C,C,Product_747,2025-01-16,13,6.4,Text_746
Store_3,Text_747,Text_747,A,A,Product_748,2025-01-17,31,14.86,Text_747
Store_4,Text_748,Text_748,B,B,Product_749,2025-01-18,19,77.26,Text_748
Store_5,Text_749,Text_749,C,C,Product_750,2025-01-19,12,62.59,Text_749
Store_1,Text_750,Text_750,A,A,Product_751,2025-01-20,20,18.0,Text_750
Store_2,Text_751,Text_751,B,B,Product_752,2025-01-21,30,86.21,Text_751
Store_3,Text_752,Text_752,C,C,Product_753,2025-01-22,36,29.84,Text_752
Store_4,Text_753,Text_753,A,A,Product_754,2025-01-23,39,93.31,Text_753
Store_5,Text_754,Text_754,B,B,Product_755,2025-01-24,37,9.38,Text_754
Store_1,Text_755,Text_755,C,C,Product_756,2025-01-25,36,83.7,Text_755
Store_2,Text_756,Text_756,A,A,Product_757,2025-01-26,11,62.19,Text_756
Store_3,Text_757,Text_757,B,B,Product_758,2025-01-27,4,58.42,Text_757
Store_4,Text_758,Text_758,C,C,Product_759,2025-01-28,33,88.85,Text_758
Store_5,Text_759,Text_759,A,A,Product_760,2025-01-29,47,68.82,Text_759
Store_1,Text_760,Text_760,B,B,Product_761,2025-01-30,14,86.9,Text_760
Store_2,Text_761,Text_761,C,C,Product_762,2025-01-31,14,46.1,Text_761
Store_3,Text_762,Text_762,A,A,Product_763,2025-02-01,27,49.41,Text_762
Store_4,Text_763,Text_763,B,B,Product_764,2025-02-02,26,40.73,Text_763
Store_5,Text_764,Text_764,C,C,Product_765,2025-02-03,11,59.9,Text_764
Store_1,Text_765,Text_765,A,A,Product_766,2025-02-04,38,87.17,Text_765
Store_2,Text_766,Text_766,B,B,Product_767,2025-02-05,18,34.93,Text_766
Store_3,Text_767,Text_767,C,C,Product_768,2025-02-06,24,61.61,Text_767
Store_4,Text_768,Text_768,A,A,Product_769,2025-02-07,12,65.82,Text_768
Store_5,Text_769,Text_769,B,B,Product_770,2025-02-08,14,57.07,Text_769
Store_1,Text_770,Text_770,C,C,Product_771,2025-02-09,1,20.69,Text_770
Store_2,Text_771,Text_771,A,A,Product_772,2025-02-10,17,86.24,Text_771
Store_3,Text_772,Text_772,B,B,Product_773,2025-02-11,15,69.36,Text_772
Store_4,Text_773,Text_773,C,C,Product_774,2025-02-12,22,64.14,Text_773
Store_5,Text_774,Text_774,A,A,Product_775,2025-02-13,20,4.53,Text_774
Store_1,Text_775,Text_775,B,B,Product_776,2025-02-14,37,36.41,Text_775
Store_2,Text_776,Text_776,C,C,Product_777,2025-02-15,17,58.51,Text_776
Store_3,Text_777,Text_777,A,A,Product_778,2025-02-16,15,13.4,Text_777
Store_4,Text_778,Text_778,B,B,Product_779,2025-02-17,30,91.4,Text_778
Store_5,Text_779,Text_779,C,C,Product_780,2025-02-18,37,22.93,Text_779
Store_1,Text_780,Text_780,A,A,Product_781,2025-02-19,46,41.23,Text_780
Store_2,Text_781,Text_781,B,B,Product_782,2025-02-20,25,35.52,Text_781
Store_3,Text_782,Text_782,C,C,Product_783,2025-02-21,27,92.34,Text_782
Store_4,Text_783,Text_783,A,A,Product_784,2025-02-22,3,81.59,Text_783
Store_5,Text_784,Text_784,B,B,Product_785,2025-02-23,32,23.58,Text_784
Store_1,Text_785,Text_785,C,C,Product_786,2025-02-24,20,1.23,Text_785
Store_2,Text_786,Text_786,A,A,Product_787,2025-02-25,24,32.83,Text_786
Store_3,Text_787,Text_787,B,B,Product_788,2025-02-26,44,84.94,Text_787
Store_4,Text_788,Text_788,C,C,Product_789,2025-02-27,21,7.77,Text_788
Store_5,Text_789,Text_789,A,A,Product_790,2025-02-28,10,26.92,Text_789
Store_1,Text_790,Text_790,B,B,Product_791,2025-03-01,42,80.58,Text_790
Store_2,Text_791,Text_791,C,C,Product_792,2025-03-02,16,33.24,Text_791
Store_3,Text_792,Text_792,A,A,Product_793,2025-03-03,13,71.53,Text_792
Store_4,Text_793,Text_793,B,B,Product_794,2025-03-04,33,30.57,Text_793
Store_5,Text_794,Text_794,C,C,Product_795,2025-03-05,1,27.83,Text_794
Store_1,Text_795,Text_795,A,A,Product_796,2025-03-06,41,72.48,Text_795
Store_2,Text_796,Text_796,B,B,Product_797,2025-03-07,15,47.73,Text_796
Store_3,Text_797,Text_797,C,C,Product_798,2025-03-08,27,77.1,Text_797
Store_4,Text_798,Text_798,A,A,Product_799,2025-03-09,32,25.95,Text_798
Store_5,Text_799,Text_799,B,B,Product_800,2025-03-10,3,9.42,Text_799
Store_1,Text_800,Text_800,C,C,Product_801,2025-03-11,20,49.84,Text_800
Store_2,Text_801,Text_801,A,A,Product_802,2025-03-12,49,96.62,Text_801
Store_3,Text_802,Text_802,B,B,Product_803,2025-03-13,23,43.56,Text_802
Store_4,Text_803,Text_803,C,C,Product_804,2025-03-14,2,10.66,Text_803
Store_5,Text_804,Text_804,A,A,Product_805,2025-03-15,13,69.1,Text_804
Store_1,Text_805,Text_805,B,B,Product_806,2025-03-16,33,73.9,Text_805
Store_2,Text_806,Text_806,C,C,Product_807,2025-03-17,43,77.37,Text_806
Store_3,Text_807,Text_807,A,A,Product_808,2025-03-18,11,76.05,Text_807
Store_4,Text_808,Text_808,B,B,Product_809,2025-03-19,17,82.66,Text_808
Store_5,Text_809,Text_809,C,C,Product_810,2025-03-20,24,92.81,Text_809
Store_1,Text_810,Text_810,A,A,Product_811,2025-03-21,13,37.12,Text_810
Store_2,Text_811,Text_811,B,B,Product_812,2025-03-22,43,69.78,Text_811
Store_3,Text_812,Text_812,C,C,Product_813,2025-03-23,33,52.88,Text_812
Store_4,Text_813,Text_813,A,A,Product_814,2025-03-24,25,10.38,Text_813
Store_5,Text_814,Text_814,B,B,Product_815,2025-03-25,32,96.15,Text_814
Store_1,Text_815,Text_815,C,C,Product_816,2025-03-26,15,74.37,Text_815
Store_2,Text_816,Text_816,A,A,Product_817,2025-03-27,42,82.73,Text_816
Store_3,Text_817,Text_817,B,B,Product_818,2025-03-28,14,14.88,Text_817
Store_4,Text_818,Text_818,C,C,Product_819,2025-03-29,27,74.05,Text_818
Store_5,Text_819,Text_819,A,A,Product_820,2025-03-30,30,22.1,Text_819
Store_1,Text_820,Text_820,B,B,Product_821,2025-03-31,33,91.55,Text_820
Store_2,Text_821,Text_821,C,C,Product_822,2025-04-01,30,80.19,Text_821
Store_3,Text_822,Text_822,A,A,Product_823,2025-04-02,30,6.73,Text_822
Store_4,Text_823,Text_823,B,B,Product_824,2025-04-03,16,85.96,Text_823
Store_5,Text_824,Text_824,C,C,Product_825,2025-04-04,4,66.9,Text_824
Store_1,Text_825,Text_825,A,A,Product_826,2025-04-05,27,36.51,Text_825
Store_2,Text_826,Text_826,B,B,Product_827,2025-04-06,8,46.62,Text_826
Store_3,Text_827,Text_827,C,C,Product_828,2025-04-07,29,72.38,Text_827
Store_4,Text_828,Text_828,A,A,Product_829,2025-04-08,4,86.53,Text_828
Store_5,Text_829,Text_829,B,B,Product_830,2025-04-09,19,14.41,Text_829
Store_1,Text_830,Text_830,C,C,Product_831,2025-04-10,29,22.09,Text_830
Store_2,Text_831,Text_831,A,A,Product_832,2025-04-11,48,53.85,Text_831
Store_3,Text_832,Text_832,B,B,Product_833,2025-04-12,28,8.39,Text_832
Store_4,Text_833,Text_833,C,C,Product_834,2025-04-13,28,97.22,Text_833
Store_5,Text_834,Text_834,A,A,Product_835,2025-04-14,44,92.13,Text_834
Store_1,Text_835,Text_835,B,B,Product_836,2025-04-15,45,38.67,Text_835
Store_2,Text_836,Text_836,C,C,Product_837,2025-04-16,22,30.63,Text_836
Store_3,Text_837,Text_837,A,A,Product_838,2025-04-17,38,39.25,Text_837
Store_4,Text_838,Text_838,B,B,Product_839,2025-04-18,48,78.68,Text_838
Store_5,Text_839,Text_839,C,C,Product_840,2025-04-19,22,15.32,Text_839
Store_1,Text_840,Text_840,A,A,Product_841,2025-04-20,1,51.83,Text_840
Store_2,Text_841,Text_841,B,B,Product_842,2025-04-21,15,86.54,Text_841
Store_3,Text_842,Text_842,C,C,Product_843,2025-04-22,12,78.34,Text_842
Store_4,Text_843,Text_843,A,A,Product_844,2025-04-23,15,47.2,Text_843
Store_5,Text_844,Text_844,B,B,Product_845,2025-04-24,41,34.85,Text_844
Store_1,Text_845,Text_845,C,C,Product_846,2025-04-25,48,15.01,Text_845
Store_2,Text_846,Text_846,A,A,Product_847,2025-04-26,4,22.86,Text_846
Store_3,Text_847,Text_847,B,B,Product_848,2025-04-27,9,48.18,Text_847
Store_4,Text_848,Text_848,C,C,Product_849,2025-04-28,2,78.09,Text_848
Store_5,Text_849,Text_849,A,A,Product_850,2025-04-29,15,59.23,Text_849
Store_1,Text_850,Text_850,B,B,Product_851,2025-04-30,41,63.21,Text_850
Store_2,Text_851,Text_851,C,C,Product_852,2025-05-01,8,49.13,Text_851
Store_3,Text_852,Text_852,A,A,Product_853,2025-05-02,10,59.98,Text_852
Store_4,Text_853,Text_853,B,B,Product_854,2025-05-03,23,44.34,Text_853
Store_5,Text_854,Text_854,C,C,Product_855,2025-05-04,12,28.56,Text_854
Store_1,Text_855,Text_855,A,A,Product_856,2025-05-05,32,71.86,Text_855
Store_2,Text_856,Text_856,B,B,Product_857,2025-05-06,48,28.18,Text_856
Store_3,Text_857,Text_857,C,C,Product_858,2025-05-07,3,33.29,Text_857
Store_4,Text_858,Text_858,A,A,Product_859,2025-05-08,17,65.65,Text_858
Store_5,Text_859,Text_859,B,B,Product_860,2025-05-09,26,74.49,Text_859
Store_1,Text_860,Text_860,C,C,Product_861,2025-05-10,30,31.67,Text_860
Store_2,Text_861,Text_861,A,A,Product_862,2025-05-11,19,39.55,Text_861
Store_3,Text_862,Text_862,B,B,Product_863,2025-05-12,17,3.65,Text_862
Store_4,Text_863,Text_863,C,C,Product_864,2025-05-13,15,64.9,Text_863
Store_5,Text_864,Text_864,A,A,Product_865,2025-05-14,36,86.67,Text_864
Store_1,Text_865,Text_865,B,B,Product_866,2025-05-15,43,86.28,Text_865
Store_2,Text_866,Text_866,C,C,Product_867,2025-05-16,1,67.11,Text_866
Store_3,Text_867,Text_867,A,A,Product_868,2025-05-17,9,23.74,Text_867
Store_4,Text_868,Text_868,B,B,Product_869,2025-05-18,12,51.47,Text_868
Store_5,Text_869,Text_869,C,C,Product_870,2025-05-19,37,60.13,Text_869
Store_1,Text_870,Text_870,A,A,Product_871,2025-05-20,12,43.64,Text_870
Store_2,Text_871,Text_871,B,B,Product_872,2025-05-21,16,6.19,Text_871
Store_3,Text_872,Text_872,C,C,Product_873,2025-05-22,8,69.96,Text_872
Store_4,Text_873,Text_873,A,A,Product_874,2025-05-23,31,40.08,Text_873
Store_5,Text_874,Text_874,B,B,Product_875,2025-05-24,35,5.35,Text_874
Store_1,Text_875,Text_875,C,C,Product_876,2025-05-25,48,45.82,Text_875
Store_2,Text_876,Text_876,A,A,Product_877,2025-05-26,11,71.39,Text_876
Store_3,Text_877,Text_877,B,B,Product_878,2025-05-27,44,78.49,Text_877
Store_4,Text_878,Text_878,C,C,Product_879,2025-05-28,15,81.7,Text_878
Store_5,Text_879,Text_879,A,A,Product_880,2025-05-29,15,39.46,Text_879
Store_1,Text_880,Text_880,B,B,Product_881,2025-05-30,42,83.01,Text_880
Store_2,Text_881,Text_881,C,C,Product_882,2025-05-31,26,28.31,Text_881
Store_3,Text_882,Text_882,A,A,Product_883,2025-06-01,36,75.54,Text_882
Store_4,Text_883,Text_883,B,B,Product_884,2025-06-02,40,87.5,Text_883
Store_5,Text_884,Text_884,C,C,Product_885,2025-06-03,40,2.47,Text_884
Store_1,Text_885,Text_885,A,A,Product_886,2025-06-04,34,95.02,Text_885
Store_2,Text_886,Text_886,B,B,Product_887,2025-06-05,24,50.07,Text_886
Store_3,Text_887,Text_887,C,C,Product_888,2025-06-06,26,82.88,Text_887
Store_4,Text_888,Text_888,A,A,Product_889,2025-06-07,48,48.75,Text_888
Store_5,Text_889,Text_889,B,B,Product_890,2025-06-08,24,15.59,Text_889
Store_1,Text_890,Text_890,C,C,Product_891,2025-06-09,11,66.9,Text_890
Store_2,Text_891,Text_891,A,A,Product_892,2025-06-10,46,66.27,Text_891
Store_3,Text_892,Text_892,B,B,Product_893,2025-06-11,15,74.86,Text_892
Store_4,Text_893,Text_893,C,C,Product_894,2025-06-12,16,79.2,Text_893
Store_5,Text_894,Text_894,A,A,Product_895,2025-06-13,16,77.65,Text_894
Store_1,Text_895,Text_895,B,B,Product_896,2025-06-14,21,60.18,Text_895
Store_2,Text_896,Text_896,C,C,Product_897,2025-06-15,35,77.73,Text_896
Store_3,Text_897,Text_897,A,A,Product_898,2025-06-16,15,80.32,Text_897
Store_4,Text_898,Text_898,B,B,Product_899,2025-06-17,19,19.92,Text_898
Store_5,Text_899,Text_899,C,C,Product_900,2025-06-18,26,81.6,Text_899
Store_1,Text_900,Text_900,A,A,Product_901,2025-06-19,21,43.81,Text_900
Store_2,Text_901,Text_901,B,B,Product_902,2025-06-20,23,70.69,Text_901
Store_3,Text_902,Text_902,C,C,Product_903,2025-06-21,42,13.31,Text_902
Store_4,Text_903,Text_903,A,A,Product_904,2025-06-22,30,21.14,Text_903
Store_5,Text_904,Text_904,B,B,Product_905,2025-06-23,13,35.64,Text_904
Store_1,Text_905,Text_905,C,C,Product_906,2025-06-24,6,76.83,Text_905
Store_2,Text_906,Text_906,A,A,Product_907,2025-06-25,28,18.77,Text_906
Store_3,Text_907,Text_907,B,B,Product_908,2025-06-26,45,29.44,Text_907
Store_4,Text_908,Text_908,C,C,Product_909,2025-06-27,13,50.46,Text_908
Store_5,Text_909,Text_909,A,A,Product_910,2025-06-28,11,65.16,Text_909
Store_1,Text_910,Text_910,B,B,Product_911,2025-06-29,10,64.39,Text_910
Store_2,Text_911,Text_911,C,C,Product_912,2025-06-30,14,64.26,Text_911
Store_3,Text_912,Text_912,A,A,Product_913,2025-07-01,8,10.29,Text_912
Store_4,Text_913,Text_913,B,B,Product_914,2025-07-02,34,47.8,Text_913
Store_5,Text_914,Text_914,C,C,Product_915,2025-07-03,45,91.81,Text_914
Store_1,Text_915,Text_915,A,A,Product_916,2025-07-04,43,72.34,Text_915
Store_2,Text_916,Text_916,B,B,Product_917,2025-07-05,2,5.37,Text_916
Store_3,Text_917,Text_917,C,C,Product_918,2025-07-06,27,13.58,Text_917
Store_4,Text_918,Text_918,A,A,Product_919,2025-07-07,22,84.62,Text_918
Store_5,Text_919,Text_919,B,B,Product_920,2025-07-08,14,42.11,Text_919
Store_1,Text_920,Text_920,C,C,Product_921,2025-07-09,26,20.22,Text_920
Store_2,Text_921,Text_921,A,A,Product_922,2025-07-10,35,63.23,Text_921
Store_3,Text_922,Text_922,B,B,Product_923,2025-07-11,20,98.82,Text_922
Store_4,Text_923,Text_923,C,C,Product_924,2025-07-12,34,81.56,Text_923
Store_5,Text_924,Text_924,A,A,Product_925,2025-07-13,7,50.3,Text_924
Store_1,Text_925,Text_925,B,B,Product_926,2025-07-14,23,67.73,Text_925
Store_2,Text_926,Text_926,C,C,Product_927,2025-07-15,42,43.6,Text_926
Store_3,Text_927,Text_927,A,A,Product_928,2025-07-16,32,56.96,Text_927
Store_4,Text_928,Text_928,B,B,Product_929,2025-07-17,40,5.98,Text_928
Store_5,Text_929,Text_929,C,C,Product_930,2025-07-18,20,33.65,Text_929
Store_1,Text_930,Text_930,A,A,Product_931,2025-07-19,32,97.13,Text_930
Store_2,Text_931,Text_931,B,B,Product_932,2025-07-20,47,47.45,Text_931
Store_3,Text_932,Text_932,C,C,Product_933,2025-07-21,41,45.06,Text_932
Store_4,Text_933,Text_933,A,A,Product_934,2025-07-22,21,20.14,Text_933
Store_5,Text_934,Text_934,B,B,Product_935,2025-07-23,19,27.48,Text_934
Store_1,Text_935,Text_935,C,C,Product_936,2025-07-24,15,69.31,Text_935
Store_2,Text_936,Text_936,A,A,Product_937,2025-07-25,5,78.77,Text_936
Store_3,Text_937,Text_937,B,B,Product_938,2025-07-26,39,26.8,Text_937
Store_4,Text_938,Text_938,C,C,Product_939,2025-07-27,16,89.26,Text_938
Store_5,Text_939,Text_939,A,A,Product_940,2025-07-28,44,53.68,Text_939
Store_1,Text_940,Text_940,B,B,Product_941,2025-07-29,22,33.04,Text_940
Store_2,Text_941,Text_941,C,C,Product_942,2025-07-30,18,51.65,Text_941
Store_3,Text_942,Text_942,A,A,Product_943,2025-07-31,26,50.35,Text_942
Store_4,Text_943,Text_943,B,B,Product_944,2025-08-01,45,55.64,Text_943
Store_5,Text_944,Text_944,C,C,Product_945,2025-08-02,48,10.84,Text_944
Store_1,Text_945,Text_945,A,A,Product_946,2025-08-03,4,23.15,Text_945
Store_2,Text_946,Text_946,B,B,Product_947,2025-08-04,46,65.43,Text_946
Store_3,Text_947,Text_947,C,C,Product_948,2025-08-05,42,26.73,Text_947
Store_4,Text_948,Text_948,A,A,Product_949,2025-08-06,49,26.35,Text_948
Store_5,Text_949,Text_949,B,B,Product_950,2025-08-07,45,10.05,Text_949
Store_1,Text_950,Text_950,C,C,Product_951,2025-08-08,5,10.17,Text_950
Store_2,Text_951,Text_951,A,A,Product_952,2025-08-09,42,76.65,Text_951
Store_3,Text_952,Text_952,B,B,Product_953,2025-08-10,26,84.5,Text_952
Store_4,Text_953,Text_953,C,C,Product_954,2025-08-11,6,29.27,Text_953
Store_5,Text_954,Text_954,A,A,Product_955,2025-08-12,2,10.48,Text_954
Store_1,Text_955,Text_955,B,B,Product_956,2025-08-13,17,18.99,Text_955
Store_2,Text_956,Text_956,C,C,Product_957,2025-08-14,31,14.91,Text_956
Store_3,Text_957,Text_957,A,A,Product_958,2025-08-15,32,3.19,Text_957
Store_4,Text_958,Text_958,B,B,Product_959,2025-08-16,39,52.43,Text_958
Store_5,Text_959,Text_959,C,C,Product_960,2025-08-17,43,80.97,Text_959
Store_1,Text_960,Text_960,A,A,Product_961,2025-08-18,19,21.78,Text_960
Store_2,Text_961,Text_961,B,B,Product_962,2025-08-19,18,24.51,Text_961
Store_3,Text_962,Text_962,C,C,Product_963,2025-08-20,39,54.81,Text_962
Store_4,Text_963,Text_963,A,A,Product_964,2025-08-21,28,65.0,Text_963
Store_5,Text_964,Text_964,B,B,Product_965,2025-08-22,13,8.86,Text_964
Store_1,Text_965,Text_965,C,C,Product_966,2025-08-23,43,47.91,Text_965
Store_2,Text_966,Text_966,A,A,Product_967,2025-08-24,31,99.93,Text_966
Store_3,Text_967,Text_967,B,B,Product_968,2025-08-25,42,98.09,Text_967
Store_4,Text_968,Text_968,C,C,Product_969,2025-08-26,24,93.8,Text_968
Store_5,Text_969,Text_969,A,A,Product_970,2025-08-27,26,15.85,Text_969
Store_1,Text_970,Text_970,B,B,Product_971,2025-08-28,34,40.96,Text_970
Store_2,Text_971,Text_971,C,C,Product_972,2025-08-29,7,69.85,Text_971
Store_3,Text_972,Text_972,A,A,Product_973,2025-08-30,45,43.55,Text_972
Store_4,Text_973,Text_973,B,B,Product_974,2025-08-31,16,67.26,Text_973
Store_5,Text_974,Text_974,C,C,Product_975,2025-09-01,22,81.99,Text_974
Store_1,Text_975,Text_975,A,A,Product_976,2025-09-02,6,86.23,Text_975
Store_2,Text_976,Text_976,B,B,Product_977,2025-09-03,25,23.35,Text_976
Store_3,Text_977,Text_977,C,C,Product_978,2025-09-04,48,21.72,Text_977
Store_4,Text_978,Text_978,A,A,Product_979,2025-09-05,40,92.71,Text_978
Store_5,Text_979,Text_979,B,B,Product_980,2025-09-06,5,40.77,Text_979
Store_1,Text_980,Text_980,C,C,Product_981,2025-09-07,44,5.97,Text_980
Store_2,Text_981,Text_981,A,A,Product_982,2025-09-08,36,50.64,Text_981
Store_3,Text_982,Text_982,B,B,Product_983,2025-09-09,45,26.49,Text_982
Store_4,Text_983,Text_983,C,C,Product_984,2025-09-10,4,87.85,Text_983
Store_5,Text_984,Text_984,A,A,Product_985,2025-09-11,34,24.44,Text_984
Store_1,Text_985,Text_985,B,B,Product_986,2025-09-12,13,14.14,Text_985
Store_2,Text_986,Text_986,C,C,Product_987,2025-09-13,32,90.73,Text_986
Store_3,Text_987,Text_987,A,A,Product_988,2025-09-14,43,77.02,Text_987
Store_4,Text_988,Text_988,B,B,Product_989,2025-09-15,17,40.13,Text_988
Store_5,Text_989,Text_989,C,C,Product_990,2025-09-16,11,21.72,Text_989
Store_1,Text_990,Text_990,A,A,Product_991,2025-09-17,42,55.99,Text_990
Store_2,Text_991,Text_991,B,B,Product_992,2025-09-18,28,43.69,Text_991
Store_3,Text_992,Text_992,C,C,Product_993,2025-09-19,36,42.27,Text_992
Store_4,Text_993,Text_993,A,A,Product_994,2025-09-20,49,57.11,Text_993
Store_5,Text_994,Text_994,B,B,Product_995,2025-09-21,37,93.42,Text_994
